band,n_components,test_acc_mean,test_acc_ci_low,test_acc_ci_high,test_acc_std,test_f1_mean,test_f1_ci_low,test_f1_ci_high,test_f1_std
combined,2,0.13016952813204513,0.12714609653385164,0.1345966958211856,0.0030821608842367716,0.10202324263055465,0.09896101212406036,0.10374765239206739,0.0020155088631730184
combined,4,0.13087139617755196,0.12487852283770651,0.13540654356980888,0.004515726455612823,0.11208587311453244,0.10444913027918977,0.11681337793161992,0.005331029773298566
combined,6,0.13678001295756398,0.1354,0.13816002591512797,0.0013800129575639849,0.12257226124151235,0.119,0.1261445224830247,0.0035722612415123523
combined,8,0.138,0.1372,0.1388,0.0008,0.1267,0.1266,0.1268,0.0001
